car width,pothole width,left width,right width,action
7.97123674603159,11.991015581812915,3.826773346904198,7.1410529450945415,Slow Down
4.267044140262473,3.828660072583792,12.769745400920542,5.827523819289846,Move to Left
5.625099567754474,8.111232380721288,3.0320160055329417,7.830686404368333,Move to Right
4.6879681328581455,7.654711813098889,2.0328497725034422,3.9408938503952324,Slow Down
7.0555659760261715,8.463540976916127,3.09142387896945,5.76630793824345,Slow Down
6.862459707660343,4.205541516359629,6.301680913407573,12.19995222561983,Go Over It
7.7059311585701575,8.603306050916606,12.855948378646753,8.321710305771695,Move to Left
6.931934290042438,6.515398029393479,12.126583073687936,4.66742627634542,Move to Left
5.323299066917957,10.005544613893857,6.894985885207788,8.107304367649009,Move to Right
6.354722916204957,8.458075492020393,2.642809083857629,4.365979075707035,Slow Down
7.671970350956046,4.355767449926201,7.9243793423648405,9.563063881064307,Go Over It
7.715955304776603,11.48447078733278,10.770192569980063,6.219299078511323,Move to Left
6.37413331373941,3.536515346719737,9.449984585788215,5.392419491354669,Go Over It
4.997812510719479,3.5571554855425354,7.6839412624828025,11.053340597691832,Move to Right
6.857577481914416,5.6939901244441655,6.352375723444055,10.8584734675162,Move to Right
5.458617699910344,10.978348306107991,7.840934111507943,11.619804900510532,Move to Right
6.157534284292946,5.214622017974958,12.409032968503874,12.207525093617711,Move to Left
4.94188672624095,5.797378667645417,3.148218964671058,5.291502677052013,Move to Right
5.875787820977921,11.73055906656218,3.767897263550863,5.677013561830592,Slow Down
6.263920171308175,1.0430286252831569,2.8062786629020757,5.578873960826995,Go Over It
4.316367445572233,5.052279913937191,8.773478178548594,1.4390576303964693,Move to Left
5.798343623784558,10.754456009893788,9.503085198176837,7.966896270571468,Move to Left
5.14248925657779,9.369515906246129,2.9449264819596848,5.273140827451718,Move to Right
7.8718814116227644,5.774991596964826,4.637749336932332,5.312446593958846,Go Over It
5.3782580129359445,10.097321598303404,9.776720699347088,5.121897467468872,Move to Left
7.968379185953732,9.635449905052887,8.985499664153524,3.8223884704344426,Move to Left
5.094367297153378,0.9371567276874799,3.304648299356451,11.669620836735579,Go Over It
6.557157846127311,10.10911285828377,5.862120762733118,10.796917160687618,Move to Right
7.2688264253389105,3.733723575446787,10.54905839588099,12.53924162131873,Go Over It
4.809262336481602,0.5906522470014977,9.572727442112233,5.792082201579651,Go Over It
5.811736194690413,10.90437997814628,6.831685024793963,12.797630786419838,Move to Right
5.083251670500512,10.173873915797676,4.873712480744822,7.1464481790273435,Move to Right
4.426749817246327,0.8325859354362171,3.037138617408403,4.966043917163102,Go Over It
7.766957982836372,7.915956461202441,10.897875783680853,5.671330609898996,Move to Left
6.946335754926288,8.576988814308438,9.176142221586499,2.1315667569204435,Move to Left
5.7872421708626165,11.552917909264188,1.9353540039938424,7.410500735382015,Move to Right
6.820404042468789,2.167027891016549,1.6218505847596738,9.221034034908232,Go Over It
4.367431421096134,8.806235319376407,5.9699865928709706,10.587912583250109,Move to Right
6.569965689080904,2.867455088673037,5.748476666337938,3.4216211517431687,Go Over It
6.075526978451377,7.902945641377164,4.729739386394695,7.30473729044999,Move to Right
7.697482442174958,1.4876426683542354,10.181621769432239,11.665286874353505,Go Over It
4.868788885149936,6.317041595791425,12.24249210658923,5.941938376056169,Move to Left
5.112307378588631,4.923214903116906,3.3100500222898344,2.0339550910150885,Go Over It
5.647417323838136,0.7627900148129061,2.9622766827207463,5.703017788175328,Go Over It
4.555325825624347,7.455294970166808,10.340364144582512,11.445480310632313,Move to Right
7.26227108689762,10.593235432748767,1.2032339478641907,3.962475986520969,Slow Down
6.724343095078715,5.6924757600120826,12.370410285892387,11.42559807112697,Move to Left
7.849838767389076,3.0749763562935866,3.5220056162947353,12.173106112895029,Go Over It
5.913589113300095,11.909819649951448,8.90893854351319,6.6580835704349415,Move to Left
4.118908336845018,7.167513513820803,10.5920409109385,5.345421791011899,Move to Left
7.824945250054147,7.062370466745921,12.540044808010974,5.53732764521771,Move to Left
4.463428761960477,8.192008968543679,6.5630384303983345,10.679441503874575,Move to Right
4.855703853631687,4.1522575919233,2.277851873390995,6.322669478703034,Move to Right
4.269262200216793,9.97852015861613,11.641776441616756,4.577011842073673,Move to Left
4.237657578622349,2.755251007390979,9.407411235181677,8.546055951905858,Move to Left
6.080629658055385,1.6451497287834438,2.3686611126487134,2.673411004730448,Go Over It
5.270263043003954,11.927609344391792,10.841480460510798,9.134042396488823,Move to Left
7.866558146134011,0.5301299131827077,1.8579869154242172,10.565324822627458,Go Over It
5.794950042554204,3.254287316773657,9.965080416387192,11.462393403203517,Go Over It
5.250371479297579,8.212424381741645,7.319729976000858,9.437557796898036,Move to Right
4.749705467187697,11.689277998015596,5.196557584852462,1.2021841991186824,Move to Left
7.471749978480464,6.117768519379003,2.0854692586069072,2.7495233722012262,Slow Down
7.461601982879998,5.574228685644541,5.339361954680436,6.724472172472478,Slow Down
7.431451661901789,4.494897614722554,8.918058408420059,12.937548574321715,Go Over It
4.132443818295836,8.618376737298432,10.779011763052914,7.606769024005468,Move to Left
4.934586706725689,10.378540650614301,11.811279295255371,8.632291230145944,Move to Left
5.954941944042972,11.754984903428001,8.200097795037252,6.749297744082136,Move to Left
4.27986439463321,0.865474160487222,2.5683396945002412,1.491023493876381,Go Over It
6.453583258133079,10.734342318867158,8.676822082784486,10.324001665261111,Move to Right
4.268055372953948,2.0283259286079827,2.588216487294007,3.7408491775948516,Go Over It
7.878629055654395,4.631102794133195,8.84989015313835,7.699326795487071,Go Over It
6.93895698696228,11.84349613812719,12.932122087761186,7.898533222151742,Move to Left
7.703183667966334,0.5903586995374619,12.177000748873631,12.922005026786968,Go Over It
6.219003974294244,0.9694219395543433,6.755649473871156,12.210741610002804,Go Over It
6.3370486252451546,1.2461952293552725,7.447190935678396,7.687609221815313,Go Over It
4.077713962083584,6.835506219624256,2.4887394694548797,7.421718371096437,Move to Right
4.639437133197111,6.161748262132556,2.4901993788958836,6.737041509399663,Move to Right
4.070797506676234,10.544254535585656,4.147042033938108,2.695871840895584,Move to Left
4.994159011842456,8.856484168137781,1.9934562950773569,9.570991761845134,Move to Right
6.414704448859239,7.024655905923238,9.705524908002436,9.89594426021685,Move to Right
4.122238549655726,3.6688070703822353,12.319711683989118,7.897023995945722,Move to Left
